word_italian,translate_word_english,aoa_mean,aoa_sd,familiar_mean,familiar_sd,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_ilc_adult_written,frequency_colfis_adult_written,frequency_totfq_child_written,frequency_compfq_child_written,frequency_prodfq_child_written,frequency_spkfq_adult_spoken,n,bigram,syllables,length,phonome_stress,phoneme_voice,mann,voiced,stop,nasal,fricative,affricate,liquid,bilabial,labiodental,dental,alveolar,palatal,velar,vowel,rt_mean
ginocchio,knee,2.32,0.74,6.89,0.32,6.18,1.47,6.8,0.55,54,80,57,28,29,8,1,10.8,3,9,p,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,577
gioia,joy,3.23,0.99,6.39,1.3,4.07,2.13,2.89,1.83,229,235,156,75,81,4,0,10.8,2,5,p,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,547
giorno,day,2.25,0.84,6.89,0.49,4.86,2.03,5.36,2.15,1749,2112,2760,805,1955,303,0,10.9,2,6,p,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,538
giraffa,giraffe,2.57,1,6.57,0.76,6.16,1.41,6.95,0.3,5,3,24,18,6,0,0,10.17,3,7,p,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,578
gita,trip,3.16,0.91,6.64,0.69,4.66,1.95,5.3,1.71,26,32,225,25,200,11,1,11.05,2,4,p,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,539
giudice,judge,5.23,1.24,6.11,1.51,4.93,1.68,5.82,1.53,109,376,29,26,3,58,0,10.38,3,7,ap,voiced,affricate,1,0,0,0,1,0,0,0,0,0,1,0,0,559
globo,globe,5.05,1.36,5.23,1.9,4.23,1.82,3.84,1.87,8,16,0,0,0,0,0,10.01,2,5,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,517
gobba,hump,4.05,1.36,6.2,1.13,5.27,1.58,5.59,1.69,4,2,0,0,0,0,1,9.77,2,5,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,536
goccia,drop,2.73,1.02,6.73,0.69,5.75,1.71,5.88,1.33,18,56,94,55,39,8,1,10.53,2,6,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,541
golfo,gulf,4.8,1.27,5.57,1.5,4.7,1.77,4.55,1.92,43,72,15,14,1,37,1,9.79,2,5,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,515
gomito,elbow,2.75,1.08,6.68,0.56,5.86,1.66,6.02,1.45,20,35,11,11,0,0,2,10.69,3,6,ap,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,545
gonna,skirt,2.55,0.9,6.82,0.5,6.05,1.28,6.64,0.92,30,41,62,12,50,4,3,10.69,2,5,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,526
granchio,crab,3.11,1.19,6,1.38,5.75,1.71,6.91,0.36,2,3,15,8,7,0,0,10.8,2,8,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,553
grandine,hail,3.16,0.78,6.3,1.11,5.98,1.17,5.32,1.79,19,11,0,0,0,0,0,11.03,3,8,ap,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,568
gruppo,group,3.59,1.13,6.48,0.9,4.89,1.66,4.66,1.72,151,985,183,109,74,136,0,9.8,2,6,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,504
guaio,trouble,3.59,1.23,5.95,1.54,2.75,1.7,3.68,2.22,27,37,98,73,25,11,0,10.5,2,5,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,517
guancia,cheek,2.14,0.85,6.5,0.88,5.91,1.38,5.3,2.02,41,24,55,9,46,1,0,10.71,2,7,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,547
guerra,war,3.8,3.18,6.66,1.14,5.05,1.76,5.57,1.93,503,907,213,99,114,196,0,10.7,2,6,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,510
gufo,owl,3.07,1.13,5.91,1.25,5.77,1.43,5.7,1.65,5,5,28,24,4,0,1,9.76,2,4,p,voiced,stop,1,1,0,0,0,0,0,0,0,0,0,1,0,528
idolo,idol,5.05,1.1,5.48,1.66,3.77,1.85,4.95,2.39,12,30,8,4,4,0,0,10.86,3,5,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,528
igiene,hygiene,4.3,1.21,5.7,1.34,3.55,1.96,4,2.15,15,32,0,0,0,1,0,10.9,3,6,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,554
imbuto,funnel,3.02,0.93,5.64,1.42,5.84,1.66,6.59,1,6,9,0,0,0,0,0,10.37,3,6,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,532
immagine,image,4.23,1.29,6.07,1.26,3.84,1.96,3.45,1.8,133,488,79,62,17,58,0,10.68,4,8,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,520
impeto,fervor,6.09,1.2,4.23,1.72,2.36,1.79,3.61,2.29,32,19,0,0,0,0,1,10.89,3,6,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,499
impulso,impulse,5.75,1.3,4.86,1.79,2.61,1.85,4.52,2.57,14,50,9,8,1,3,0,9.94,3,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,496
incubo,nightmare,3.36,1.42,6.34,0.91,3.64,1.99,4.68,2.39,23,117,25,18,7,0,0,10.17,3,6,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,538
incudine,anvil,4.98,1.45,4.8,1.86,4.68,2.02,4.45,2.41,12,1,0,0,0,0,0,10.71,4,8,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,592
indagine,investigation,6.77,7.67,5.34,1.84,2.89,1.73,4.45,2.23,26,211,13,21,2,10,0,10.96,4,8,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,525
inno,hymn,4.8,1.11,5.45,1.58,3.86,1.89,5.36,1.82,34,30,0,0,0,1,2,11.27,2,4,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,498
inquilino,tenant,5.52,1.37,5.66,1.54,4.27,1.96,5.73,1.53,2,25,0,0,0,2,0,10.74,4,9,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,526
insetto,insect,3.05,0.99,6.45,1.07,5.5,1.49,6.55,0.98,17,21,95,46,49,1,1,10.97,3,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,550
interesse,interest,4.95,1.16,5.89,1.33,2.66,1.84,2.57,1.7,89,412,41,32,9,61,0,11.32,4,9,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,544
intestino,intestine,4.66,1.16,5.66,1.41,4.43,1.8,6.7,0.51,9,28,23,22,1,0,0,11.32,4,9,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,536
inverno,winter,2.32,0.77,6.93,0.33,4.98,1.97,5.07,2.08,180,195,315,85,230,7,1,10.81,3,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,553
istinto,instinct,5.14,1.19,5.61,1.48,2.93,1.89,4.25,2.67,25,63,0,0,0,9,2,11.28,3,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,551
labirinto,labyrinth,3.93,0.95,5.73,1.25,5.52,1.47,6.09,1.29,7,22,19,8,11,0,0,10.86,4,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,532
laccio,lace,2.89,1.19,6.02,1.32,5.2,1.62,5.66,1.72,4,5,7,3,4,0,0,11.04,2,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,508
ladro,thief,3.23,1.2,6.73,0.62,4.8,1.8,4.55,1.95,46,38,130,78,52,2,1,10.76,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,500
lago,lake,2.57,0.76,6.75,0.53,6.25,0.99,6.55,0.79,119,139,204,105,99,2,4,10.83,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,476
lampada,lamp,2.84,1.12,6.57,0.95,6.48,0.73,6.59,0.9,29,51,46,31,15,1,1,10.75,3,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,493
lana,wool,2.84,0.91,6.61,0.65,5.59,1.35,6.43,1.23,45,51,77,43,34,28,4,11.55,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,475
lanterna,lantern,4.45,1.04,5.32,1.41,5.41,1.76,4.43,2.55,14,10,10,8,2,0,0,11.21,3,8,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,518
lapide,tombstone,5.23,1.18,5.16,1.66,5.89,1.24,6.43,0.87,7,4,0,0,0,1,0,10.83,3,6,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,503
lato,side,3.73,0.87,6.02,1.17,3.68,1.86,4.82,2.31,67,217,119,87,32,32,4,11.57,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,479
latte,milk,1.57,0.66,6.95,0.21,6.11,0.97,6.82,0.5,97,151,192,70,122,11,1,11.43,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,496
lattuga,lettuce,3.77,1.24,5.68,1.51,5.86,1.23,4.77,2.44,5,8,0,0,0,5,0,10.61,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,510
lepre,hare,3.14,0.9,6.18,1.17,5.95,1.36,6.77,0.52,9,11,72,35,37,0,0,10.89,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,494
libro,book,2.07,0.7,6.68,0.91,6.57,0.7,6.68,0.98,162,644,296,135,161,121,0,10.56,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,504
lido,shore,4.34,1.55,5.16,1.76,4.48,1.78,5.02,1.78,30,15,7,3,4,5,3,11,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,507
limone,lemon,2.18,0.84,6.89,0.32,6.61,0.75,6.89,0.39,26,93,33,14,19,7,1,11.14,3,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,503
lista,list,5.3,6.25,6.3,1.17,4.48,1.89,5.55,1.66,25,250,10,9,1,23,3,11.29,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,492
lite,quarrel,3.91,1.38,6.05,1.22,3.89,1.88,3.95,1.75,17,47,0,0,0,1,2,11.35,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,521
litigio,quarrel,3.45,1.19,6.23,1.08,3.8,1.75,4.59,2.02,6,18,20,3,17,0,0,10.9,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,546
litro,litre,3.7,0.79,6.55,0.76,4,1.79,3.55,2.02,31,38,35,34,1,3,2,11.16,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,487
loculo,burial niche,5.93,1.26,3.66,1.9,4.36,1.88,4.02,2.44,3,1,0,0,0,22,0,10.43,3,6,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,551
lode,praise,4.64,1.31,5.66,1.41,3.09,1.97,4.48,2.69,12,9,7,6,1,1,0,10.85,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,488
lucchetto,padlock,3.93,1.07,5.84,1.48,5.84,1.22,6.73,0.66,9,5,0,0,0,0,0,10.65,3,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,672
luce,light,2.07,0.76,6.82,0.58,5.36,1.86,5.73,1.59,567,630,335,212,123,26,2,10.48,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,475
lucertola,lizard,2.59,0.84,6.57,0.73,6.11,1.42,6.93,0.25,14,1,60,24,36,0,0,10.73,4,9,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,548
lumaca,snail,2.25,0.61,6.41,1.04,6.11,1.32,6.75,0.69,3,8,32,15,17,0,0,10.5,3,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,502
luna,moon,2.02,0.82,6.95,0.3,6.5,1.09,5.77,1.41,330,210,213,127,86,5,4,11.02,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,492
luogo,place,3.82,1.08,6.43,0.97,3.66,1.93,3.73,1.66,221,518,185,128,57,48,1,10.27,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,497
lupo,wolf,1.95,0.78,6.57,1.09,6.34,1.24,5.86,1.66,50,77,246,161,85,3,2,10.4,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,482
lusso,luxury,4.68,1.18,6.2,1.15,3.5,1.82,4.34,2.06,45,118,17,12,5,3,3,10.64,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,480
lutto,mourning,4.86,1.23,5.98,1.47,4.59,2.14,4.68,2.1,22,32,0,0,0,4,4,10.94,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,1,0,0,0,492
macchina,machine,2.23,0.89,6.91,0.29,6.39,0.99,6.75,0.69,219,518,807,153,654,107,0,10.89,3,8,ap,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,516
madre,mother,1.98,0.93,6.93,0.45,6.18,1.21,4.11,2.21,1067,1026,831,144,687,57,1,10.77,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,493
magazzino,warehouse,4.45,1.09,6.41,1.19,5.52,1.56,6.32,1.12,22,49,34,22,12,7,0,10.48,4,9,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,537
mago,wizard,2.55,1.09,6.34,1.1,4.84,1.7,5.73,1.58,11,65,100,33,67,4,5,10.68,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,501
maiale,pig,2.36,0.75,6.8,0.59,6.23,1.08,6.91,0.29,17,33,46,23,23,13,1,11.08,3,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,494
maionese,mayonnaise,3.59,0.82,6.52,0.98,6.14,1.21,6.75,0.69,4,7,0,0,0,0,0,11.06,4,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,541
mamma,mum,1.09,0.29,7,0,6.27,1.19,6.18,1.39,506,430,2723,483,2240,181,0,10.79,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,519
mancia,tip,6,4.48,5.59,1.6,4.18,1.91,5.59,1.63,16,11,0,0,0,0,3,11.13,2,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,498
mandorla,almond,3.39,1.04,6.27,1.32,5.75,1.48,6.57,0.95,5,6,22,6,16,0,1,10.96,3,8,ap,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,535
mano,hand,1.52,0.66,6.95,0.21,6.34,1.16,6.66,0.64,934,1103,764,499,315,134,4,11.52,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,516
manzo,beef,4.16,1.43,5.11,1.77,4.59,2.03,5.45,1.84,5,5,0,0,0,0,4,10.66,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,490
mare,sea,1.8,0.76,6.95,0.21,6.64,0.94,4.86,1.97,804,626,830,363,467,41,3,11.52,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,487
margine,margin,5.2,1.36,4.98,1.76,3.2,1.82,5.3,1.97,31,61,7,4,3,2,0,10.86,3,7,ap,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,511
marito,husband,3,1.03,6.86,0.41,5.02,1.87,3.66,2.09,411,714,54,25,29,56,2,11.27,3,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,488
marmotta,marmot,3.7,1.29,5.41,1.6,4.8,1.94,4.7,2.63,5,2,20,18,2,0,1,10.81,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,516
martire,martyr,5.2,1.11,5.14,1.82,3.43,1.7,3,1.98,4,8,0,0,0,2,0,11.02,3,7,ap,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,521
materasso,matress,3.02,0.98,6.8,0.46,6.3,1.17,5.95,1.49,3,17,10,5,5,25,0,11.12,4,9,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,519
matita,pencil,2.2,0.67,6.91,0.29,6.34,1.36,6.73,0.79,12,37,43,27,16,4,0,11.21,3,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,523
medaglia,medal,3.32,0.86,6.3,1.05,5.68,1.43,6.14,1.37,64,56,27,9,18,2,0,10.75,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,513
mela,apple,1.8,0.63,6.91,0.36,6.55,0.95,6.43,1.15,17,40,156,76,80,0,5,11.43,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,494
memoria,memory,3.93,1.11,6.32,1.34,2.89,1.91,2.14,1.47,158,288,31,27,4,20,0,11.01,3,7,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,502
menzogna,deceipt,5.07,1.28,5.64,1.6,2.84,1.8,3.73,2.19,26,18,0,0,0,0,0,10.38,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,532
merce,goods,4.93,1.37,5.91,1.49,4.11,1.62,5.64,1.54,70,47,60,43,17,4,0,11.01,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,513
merluzzo,cod,5.09,7.94,5.91,1.22,5.39,1.63,5.93,1.73,4,10,0,0,0,0,0,9.92,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,518
mestiere,job,4.16,1.06,6.3,0.98,3.8,1.77,4.84,2.18,142,146,52,28,24,8,0,11.22,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,535
metallo,metal,3.48,0.73,6.32,0.83,4.66,1.79,5.98,1.23,28,51,31,26,5,4,0,11.1,3,7,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,503
metodo,method,5.39,1.33,5.57,1.55,2.5,1.49,2.25,1.3,22,170,26,20,6,25,0,10.75,3,6,ap,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,512
miele,honey,2.7,0.76,6.41,0.97,6.07,1.23,6.55,0.82,36,65,49,23,26,7,2,11.15,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,502
minestra,soup,2.02,0.79,6.84,0.43,6.05,1.08,4.81,2.22,68,21,18,9,9,0,2,11.17,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,531
ministro,minister,5.73,1.09,5.8,1.55,3.89,1.81,3.84,1.84,244,983,15,6,9,14,0,11.01,3,8,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,515
mistero,mystery,4.64,1.22,5.91,1.33,2.91,1.78,4.05,2.68,101,154,29,23,6,13,0,11.19,3,7,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,572
moda,fashion,4.57,1.15,6.45,0.95,4,1.98,4.14,1.84,45,427,57,27,30,15,5,10.66,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,480
moglie,wife,3.16,1.1,6.77,0.64,5.14,1.76,5.14,1.69,662,913,122,68,54,84,0,10.71,2,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,496
mole,mass,5.89,1.26,4.41,1.73,2.84,1.61,4.84,2.05,24,33,0,0,0,2,2,11.22,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,511
monastero,monastery,4.91,1.2,5.5,1.66,5.23,1.64,6.18,1.42,11,18,0,0,0,5,0,11.13,4,9,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,550
mondo,world,2.89,0.78,6.73,0.66,5.23,1.72,4.05,2,927,2221,785,387,398,169,3,11.13,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,506
moneta,coin,2.98,0.95,6.41,1.19,5.86,1.34,4.91,2.03,24,106,75,65,10,19,0,11.17,3,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,483
mucca,cow,1.77,0.71,6.84,0.64,6.32,1.16,6.7,0.67,2,4,134,34,100,7,1,10.29,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,522
mucchio,heap,4,1.2,6.2,1.11,4.05,1.87,5.3,1.69,32,37,32,27,5,1,1,10.38,2,7,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,502
muffa,mould,4.07,1.04,5.36,1.26,4.95,1.71,6.25,1.2,11,6,0,0,0,2,2,9.68,2,5,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,510
mulino,mill,3.64,1.2,6.2,1.02,5.59,1.53,5.86,1.49,9,17,51,17,34,0,0,10.73,3,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,490
mulo,mule,2.86,0.85,5.89,1.47,5.5,1.56,5.61,1.86,36,7,18,13,5,0,7,10.39,2,4,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,484
mummia,mummy,3.95,0.89,5.75,1.24,5.14,1.95,6.39,1.06,4,6,7,4,3,1,0,10.18,2,6,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,495
municipio,municipality,5.36,1.18,5.48,1.73,4.7,1.95,6.16,1.41,27,38,12,6,6,0,0,10.44,4,9,p,voiced,nasal,1,0,1,0,0,0,1,0,0,0,0,0,0,546
naso,nose,1.57,0.73,6.86,0.35,6.07,1.37,6.55,0.9,227,125,268,82,186,7,4,11.05,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,511
natura,nature,3.05,0.81,6.73,0.82,4.98,1.76,3.98,2.06,157,528,248,74,174,39,1,10.92,3,6,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,533
nave,ship,2.25,0.92,6.82,0.5,6.34,1.12,5.66,1.9,79,127,188,117,71,6,2,11.13,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,493
nazione,nation,4.36,1.1,6.52,1.15,4,2.09,5.14,1.98,32,101,31,18,13,46,2,10.89,3,7,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,552
nebbia,fog,3.32,1.03,6.73,0.66,5.5,1.82,4.95,1.89,69,77,130,37,93,0,0,10.43,2,6,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,497
negozio,shop,2.95,0.91,6.7,0.73,5.66,1.61,6.18,1.24,88,149,227,73,154,24,0,10.13,3,7,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,522
neve,snow,2.39,1.08,6.86,0.41,6.34,1.1,4.84,2.27,108,184,288,141,147,13,2,11.07,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,520
nido,nest,2.59,0.87,6.23,1.14,5.41,1.44,6.48,1.13,42,44,128,68,60,6,4,10.81,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,513
nipote,nephew,3.18,1.28,6.61,0.75,4.7,2.02,5.36,1.67,120,96,119,90,29,6,0,10.58,3,6,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,504
nodo,knot,2.91,1.07,6.32,1.03,5.05,1.63,6.3,1.32,35,49,13,13,0,3,7,10.82,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,526
noia,boredom,3.91,1.22,6.45,1.04,3.77,2.04,4.25,2.45,84,55,34,11,23,4,4,11.07,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,514
nome,name,1.8,0.51,6.95,0.21,4.05,2.07,3.11,1.9,635,1009,679,368,311,157,3,11.25,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,497
nonno,grandfather,1.59,0.69,6.86,0.55,5.75,1.54,5.66,1.45,306,119,1039,249,790,3,3,11.26,2,5,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,501
norma,rule,6,1.01,4.73,1.95,2.61,1.96,4.2,2.68,9,103,10,9,1,76,1,11.05,2,5,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,529
notte,night,1.93,0.73,7,0,5.55,1.85,5.64,1.88,945,1089,576,318,258,58,1,11.14,2,5,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,519
nuca,nape of the neck,4.43,1.17,5.41,1.69,5,1.74,5.2,2.03,26,33,0,0,0,1,2,10.41,2,4,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,508
nuora,daughter in law,5.59,1.35,5,1.82,4.09,2.08,5.77,1.65,21,16,0,0,0,1,2,10.84,2,5,p,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,551
nuvola,cloud,2.16,0.68,6.61,1.04,5.7,1.66,3.95,2.33,39,24,222,113,109,0,1,10.14,3,6,ap,voiced,nasal,1,0,1,0,0,0,0,0,1,0,0,0,0,520
occidente,west,4.61,0.97,5.75,1.45,3.18,1.74,4.77,2.32,46,95,9,9,0,11,0,10.73,4,9,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,522
