word_italian,translate_word_english,aoa_mean,aoa_sd,familiar_mean,familiar_sd,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_ilc_adult_written,frequency_colfis_adult_written,frequency_totfq_child_written,frequency_compfq_child_written,frequency_prodfq_child_written,frequency_spkfq_adult_spoken,n,bigram,syllables,length,phonome_stress,phoneme_voice,mann,voiced,stop,nasal,fricative,affricate,liquid,bilabial,labiodental,dental,alveolar,palatal,velar,vowel,rt_mean
scorpione,scorpion,4.41,1.44,6,1.36,5.34,1.83,5.7,1.68,3,17,13,7,6,0,0,10.84,3,9,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,619
scrupolo,scruple,5.75,1.3,5.05,1.71,2.77,1.78,4.14,2.7,6,10,0,0,0,1,0,10.2,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,516
scudo,shield,3.36,1.2,5.77,1.44,5.2,1.34,5.86,1.61,22,31,31,20,11,0,1,10.44,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,600
scuola,school,2.2,0.63,6.89,0.54,6.14,1.11,6.32,1.14,150,684,1823,428,1395,149,0,10.83,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,597
secchio,pail,2.84,0.78,6.5,0.88,6.36,1.12,6.75,0.81,19,5,30,19,11,0,1,10.89,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,540
sede,seat,5.18,1.28,5.61,1.57,3.16,1.64,4.8,2.12,85,349,19,16,3,42,3,11.27,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,506
sedia,chair,1.91,0.68,6.82,0.5,6.32,1.07,6.59,1,65,83,119,44,75,6,1,11.26,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,555
seme,seed,3.11,0.81,6.2,1.11,5.02,1.65,6.5,1.25,26,36,70,50,20,2,1,11.19,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544
seno,breast,3.68,1.43,6.73,0.73,6.36,1.12,6.77,0.52,87,107,0,0,0,0,2,11.6,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,534
sentiero,path,3.73,1.02,6.2,1.13,5.48,1.39,5.86,1.49,39,40,62,25,37,0,0,11.27,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,557
sera,evening,2.3,0.76,6.89,0.32,5.48,1.61,5.43,1.96,924,1217,808,218,590,180,4,11.68,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544
sergente,sergeant,5.14,1.41,5.36,1.66,4.3,1.98,5.2,1.46,31,31,12,12,0,0,0,10.92,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,580
serpente,snake,2.52,0.9,6.59,0.73,6.27,1.02,5.86,1.47,35,27,89,65,24,0,0,10.99,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,548
seta,silk,4.02,1.23,6.11,1.15,5.02,1.84,6.45,0.95,79,113,27,20,7,22,3,11.38,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,530
sigaro,cigar,4.14,1.21,6.2,1.36,6.09,1.36,6.77,0.48,14,17,0,0,0,3,0,10.88,3,6,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,565
silenzio,silence,2.43,0.93,6.59,1.17,4.14,2.27,4.89,2.42,337,364,112,89,23,32,0,10.97,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,545
sillaba,syllable,3.77,0.94,4.89,1.78,3.52,2.13,5.32,2.03,4,6,9,6,3,0,0,10.88,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,556
simbolo,symbol,4.89,0.99,5.57,1.47,3.25,1.73,3.16,1.92,38,194,43,35,8,11,0,10.5,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,563
sintomo,symptom,5.64,1.06,4.86,1.77,2.91,1.93,4.95,2.25,7,30,11,10,1,1,0,11.22,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,555
soffitto,ceiling,3.02,0.82,6.43,0.82,5.7,1.41,6.52,0.9,31,51,26,14,12,4,0,10.47,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,543
sogliola,sole,3.93,1.48,5.55,1.68,5.8,1.62,6.7,0.88,2,5,0,0,0,0,0,10.97,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,612
sonno,sleep,1.91,0.88,6.7,0.73,5,2,4.68,2.05,245,177,114,74,40,13,4,11.28,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,536
sorella,sister,1.77,0.68,6.98,0.15,5.55,1.55,4.57,1.84,323,241,825,84,741,37,0,11.43,3,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,536
sorso,sip,3.41,1.47,5.77,1.31,3.89,1.87,5.68,1.95,11,10,7,6,1,0,4,11.07,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,554
spada,sword,2.5,0.85,6.41,1.13,5.75,1.56,6.43,1.09,45,51,52,32,20,3,0,10.8,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,591
specchio,mirror,2.52,0.76,6.68,0.74,6.3,0.95,6.25,1.2,84,114,92,66,26,4,1,10.75,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,606
spiaggia,beach,2.18,0.95,6.82,0.45,6.5,0.76,6.39,1.08,54,162,112,45,67,10,0,10.63,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,593
spiedo,spit,4.77,1.26,5.23,1.6,5.02,1.7,5.59,1.54,4,2,0,0,0,0,0,10.7,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,629
spigolo,edge,3.41,1.11,5.89,1.35,5,1.86,4.77,1.99,8,2,0,0,0,0,1,10.49,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,642
spugna,sponge,2.77,0.74,6.32,0.98,5.93,1.42,6.7,0.63,17,35,18,12,6,0,0,10.22,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,609
squalo,shark,3.27,0.92,6.52,1.02,6.2,1.3,6.91,0.36,2,7,28,8,20,0,0,10.42,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,596
staffa,stiurrup,5.5,1.23,4.34,1.89,3.93,1.91,6.36,1.28,1,5,0,0,0,0,1,10.52,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,599
stagione,season,3.2,0.93,6.66,0.83,4.27,2,3.2,1.8,173,509,202,63,139,9,0,11.15,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,577
stalla,cattleshed,2.8,0.93,6.25,1.16,5.75,1.3,6.2,1.15,36,9,54,21,33,0,2,11.49,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,580
stanza,room,2.5,0.79,6.82,0.45,5.77,1.44,6.34,1.24,271,363,280,119,161,1,0,11.03,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,573
statua,statue,3.16,0.81,6.55,0.82,5.95,1.12,6.64,0.72,45,52,58,25,33,7,0,11.13,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,583
stile,style,5.16,1.36,5.75,1.42,2.82,1.82,3.8,2.25,45,322,20,11,9,10,1,11.4,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,627
stomaco,stomach,3.43,1.02,6.41,0.97,4.89,1.86,6.5,0.85,80,74,37,31,6,3,0,11.17,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,595
strada,road,2.39,0.99,6.89,0.44,6.55,0.76,6.41,0.97,595,979,794,311,483,72,0,11.1,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,595
strage,slaughter,5.07,1.17,6.16,1.26,4.57,1.89,3.52,1.95,46,113,13,11,2,9,0,10.93,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,618
strato,layer,5.14,1.19,5.41,1.56,3.57,1.63,3.77,1.84,19,48,53,47,6,3,1,11.4,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,613
sugo,sauce,2.43,0.87,6.57,0.95,5.84,1.48,6.43,1.02,9,18,13,4,9,0,0,10.34,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,554
suolo,ground,4.61,1.38,5.95,1.28,4.73,1.8,5.09,1.6,57,106,63,31,32,2,1,10.92,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,552
suora,nun,2.73,0.73,6.45,1.09,5.73,1.56,6.2,1.15,23,23,20,6,14,2,1,11.15,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,543
talento,talent,5.39,1.2,5.52,1.77,2.8,1.73,2.18,1.48,17,98,11,9,2,0,0,11.33,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,533
talpa,mole,3.3,0.98,5.95,1.26,5.23,1.99,6.8,0.67,9,7,17,6,11,0,0,10.59,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,511
tamburo,drum,3.95,4.74,6.16,1.12,5.91,1.29,6.7,0.76,9,15,25,17,8,0,0,10.32,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,513
tana,lair,3.45,1.07,5.61,1.54,5.3,1.5,6.07,1.44,10,21,78,47,31,0,4,11.4,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,530
tappeto,carpet,2.91,0.77,6.5,0.88,6.09,1.29,6.75,0.49,28,68,71,33,38,40,1,10.72,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,531
targa,plate,3.84,1.01,6.55,0.76,5.77,1.65,6.73,0.66,16,32,25,22,3,0,1,10.61,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,523
tariffa,tariff,5.8,1.3,5.14,1.65,3.07,1.87,2.93,1.74,2,8,0,0,0,2,0,10.52,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,521
tartaruga,tortoise,2.57,0.9,6.45,0.95,6.45,1.02,6.48,1,14,21,57,31,26,3,0,10.44,4,9,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,542
tassello,piece,5.86,1.25,4.16,1.64,3.45,1.69,6.02,1.55,2,10,0,0,0,1,0,10.98,3,8,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,549
tatto,tact,4,1.22,5.95,1.43,3.43,1.91,4.95,1.89,18,12,0,0,0,1,8,11.32,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,543
taverna,tavern,5.14,1.19,5.2,1.46,5.48,1.52,4.41,2.31,10,10,0,0,0,0,1,10.95,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,534
tavolo,table,1.98,0.79,6.82,0.76,6.16,1.12,6.61,0.92,155,271,129,54,75,34,2,10.92,3,6,ap,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,511
tela,cloth,4.2,1.27,6,1.2,4.86,1.73,5.8,1.44,57,64,50,34,16,1,6,11.42,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,535
tenebra,darkness,5.07,1.26,5.27,1.63,4.05,2.06,4.91,2.25,31,2,15,12,3,1,0,10.72,3,7,ap,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,592
testa,head,2.14,1.13,6.98,0.15,5.98,1.44,6.48,1,635,969,467,287,180,47,4,11.3,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,523
tetto,roof,2.57,0.79,6.7,0.7,6.07,1.52,6.64,0.75,72,119,129,97,32,9,2,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,561
timone,tiller,4.39,1.24,5.57,1.68,5.36,1.66,6.25,1.1,18,31,0,0,0,1,3,11.05,3,6,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,560
tipo,type,4.32,1.16,5.91,1.57,2.23,1.63,4.18,2.76,164,746,275,152,123,285,2,10.69,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,552
tiranno,tyrant,5.18,1.37,5,1.79,3.73,1.85,4.16,1.61,8,11,0,0,0,2,0,10.98,3,7,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,551
tizio,bloke,4.84,1.29,5.5,1.56,3.07,1.86,4.82,2.45,11,22,0,0,0,8,1,10.65,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,564
topo,mouse,2.02,0.79,6.82,0.39,6.11,1.4,6.98,0.15,10,33,204,153,51,2,3,10.95,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,505
tordo,thrush,5.27,1.37,3.93,1.95,3.52,2.1,6.32,1.41,1,3,0,0,0,0,6,10.96,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,523
toro,bull,2.7,1.07,6.59,1,6.11,1.22,6.68,0.83,10,97,70,39,31,2,6,11.37,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,527
torre,tower,3.2,1.07,6.27,1.25,6.2,0.95,6.68,0.64,47,93,68,39,29,3,0,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,490
torta,pie,1.93,0.66,6.84,0.53,6.55,0.79,6.7,0.67,12,55,163,62,101,9,6,11.2,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,516
tosse,cough,2.14,0.7,6.52,0.88,5.07,1.87,4.91,1.97,13,16,53,4,49,1,0,11.14,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,509
tovaglia,tablecloth,2.5,1.11,6.57,0.9,6.18,1.21,6.23,1.2,22,17,0,0,0,3,0,10.79,3,8,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,529
tragedia,tragedy,5.02,1.25,5.91,1.34,3.75,1.83,4.61,2.4,32,158,29,17,12,17,0,10.73,3,8,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,548
trappola,trap,3.89,1.13,6.2,1.19,4.68,1.47,3.75,2.32,24,47,48,33,15,2,0,10.75,3,8,ap,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,524
trave,beam,4.84,1.26,5.63,1.38,5.34,1.6,6.41,0.95,5,6,0,0,0,1,0,11.11,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,515
tregua,truce,5.48,1.27,5.41,1.69,3.02,1.61,4.48,2.3,31,46,9,4,5,2,0,10.67,2,6,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,535
treno,train,2.55,0.95,6.91,0.29,6.55,0.79,5.3,2.19,187,187,150,74,76,29,2,11.37,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,525
tromba,trumpet,3.16,1.2,6.11,1.19,6.05,1.12,5.89,1.56,20,17,32,27,5,0,0,10.51,2,6,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,509
trono,throne,3.52,1.17,5.52,1.56,4.93,1.84,5.59,1.57,24,73,26,16,10,0,4,11.32,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,542
trota,trout,3.8,1.13,5.93,1.56,5.68,1.57,6.59,1.04,6,12,13,3,10,0,1,10.99,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,515
turno,shift,4.57,1.26,5.86,1.49,2.5,1.75,4.16,2.35,41,233,45,22,23,4,1,10.62,2,5,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,503
tuta,overalls,2.98,0.76,6.55,1,5.63,1.57,5.16,2.13,3,33,46,15,31,8,2,10.95,2,4,p,voiceless,stop,0,1,0,0,0,0,0,0,1,0,0,0,0,527
ufficio,office,3.59,1.15,6.75,0.65,5.36,1.74,6.07,1.34,238,475,87,51,36,109,0,10.14,3,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,517
uomo,man,2.34,1.06,6.89,0.62,6.09,1.22,5.98,1.49,1068,2000,1205,677,528,143,4,10.74,2,4,p,voiced,glide,1,0,0,0,0,0,0,0,0,0,0,0,1,523
uovo,egg,2.11,0.69,6.89,0.39,6.39,1.06,6.7,1.02,21,48,181,107,74,3,3,10.59,2,4,p,voiced,glide,1,0,0,0,0,0,0,0,0,0,0,0,1,499
uragano,hurricane,4.59,1.06,5.86,1.34,4.73,1.76,3.89,2.05,14,12,12,11,1,0,0,10.76,4,7,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,510
urna,urn,5.84,1.22,4.23,1.82,4.8,1.81,5.68,1.57,13,11,0,0,0,2,0,10.6,2,4,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,493
usignolo,nightingale,3.98,1.3,4.98,1.87,5.39,1.62,5.43,1.81,11,3,8,7,1,0,0,10.54,4,8,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,580
vagone,carriage,3.66,1.1,6.09,1.14,6.02,1.3,5.5,1.84,7,14,16,10,6,0,1,10.75,3,6,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,525
valanga,avalanche,4.34,1.01,6.07,1.15,5.23,1.68,6.16,1.26,7,36,15,9,6,1,0,10.82,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,516
valigia,suitcase,2.95,0.83,6.7,0.73,6.2,1.21,6.86,0.41,50,56,32,15,17,3,0,10.87,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,532
valvola,valve,5.84,1.33,4.66,1.85,4,2.01,5.25,1.82,1,19,0,0,0,0,0,10.6,3,7,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,541
vantaggio,advantage,4.66,1.14,6.05,1.16,2.5,1.59,4.34,2.56,71,203,17,15,2,15,0,10.81,3,9,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,497
vapore,vapour,3.7,1.09,5.98,1.3,5.05,1.55,6.05,1.48,40,40,55,46,9,27,2,10.98,3,6,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,510
vasca,basin,2.55,1.02,6.5,0.82,5.73,1.44,6.5,1.17,16,53,42,14,28,0,2,10.86,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,510
vaso,pot,2.73,0.85,6.73,0.79,6.23,1.22,6.52,1,26,54,119,82,37,4,3,10.98,2,4,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,503
vassoio,tray,3.59,1.17,6,1.41,5.82,1.57,6.25,1.18,13,19,18,16,2,5,0,10.71,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,540
vedovo,widower,4.86,1.36,6.14,1.41,3.86,2.12,5.64,1.79,9,16,0,0,0,1,1,10.6,3,6,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,529
vela,sail,3.48,1.28,6.23,1.05,6,1.28,6.77,0.68,44,52,29,25,4,2,5,11.31,2,4,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,517
veleno,poison,3.48,1.11,6.59,0.76,4.34,2.12,5.11,1.82,35,48,49,17,32,2,0,11.25,3,6,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,497
velluto,velvet,3.91,1.24,5.91,1.2,5.41,1.67,6.57,0.73,34,39,16,6,10,0,0,10.86,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,508
vendetta,revenge,4.8,1.3,6.14,1.25,2.98,1.82,4.45,2.46,31,95,15,11,4,0,0,11.03,3,8,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,508
vento,wind,2.16,0.68,6.75,0.58,5.11,1.94,5.52,1.55,363,309,413,219,194,30,6,11.3,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,506
verme,worm,2.59,0.97,6.55,0.9,6.02,1.41,4.64,2.4,9,17,62,28,34,0,4,10.96,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,519
vernice,paint,3.55,1.02,6.34,0.94,5.43,1.65,4.45,2.56,11,25,14,9,5,14,2,10.79,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,521
vertigine,dizziness,5.09,1.44,5.18,1.73,3.41,1.94,3.18,1.77,5,7,0,0,0,0,0,10.86,4,9,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,521
vescovo,bishop,4.77,1.24,5.75,1.48,5.02,1.86,5.93,1.25,26,59,6,3,3,3,0,10.79,3,7,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,527
vetro,glass,2.82,0.87,6.66,0.75,5.82,1.67,6.61,0.69,71,145,176,81,95,14,2,10.96,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,510
vetta,summit,4.43,1.3,5.86,1.37,5.55,1.44,5.7,1.58,18,36,17,15,2,0,4,11.07,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,515
vicenda,story,5.16,1.03,5.23,1.74,2.59,1.74,3.91,2.28,77,380,41,21,20,20,0,10.83,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,515
vino,wine,2.89,1.06,6.84,0.48,6.09,1.48,5.02,2.13,378,233,86,42,44,18,4,11.24,2,4,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,517
vipera,viper,3.14,0.82,6.14,0.98,6.07,1.23,4.75,2.51,14,5,14,7,7,1,0,10.83,3,6,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,515
vittima,victim,4.8,1.23,5.91,1.38,3.84,1.83,4.93,2,55,293,18,12,6,2,0,10.84,3,7,ap,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,517
vizio,vice,4.55,1.27,6.09,1.2,2.75,1.95,4.57,2.54,38,41,23,5,18,5,1,10.49,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,509
voce,voice,2.25,1.04,6.93,0.33,4.89,2.03,5.89,1.56,702,784,338,237,101,15,3,10.69,2,4,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,493
volpe,fox,2.75,1.1,6.45,1.07,5.98,1.42,6.61,0.78,10,19,135,58,77,5,1,10.38,2,5,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,486
vulcano,volcano,3.48,0.95,6.45,0.98,6.09,1.49,6.57,0.93,17,29,31,23,8,0,0,10.34,3,7,p,voiced,fricative,1,0,0,1,0,0,0,1,0,0,0,0,0,490
zampa,paw,2.57,0.85,6.5,0.79,5.36,1.67,6.7,0.63,9,9,117,34,83,2,1,10.02,2,5,p,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,527
zanzara,mosquito,2.36,0.84,6.66,0.81,6.09,1.27,6.7,0.73,3,10,10,9,1,2,0,10.34,3,7,p,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,549
zattera,raft,3.91,1.05,5.61,1.38,5.43,1.3,5.77,1.79,3,14,0,0,0,0,0,10.72,3,7,ap,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,582
zebra,zebra,2.7,0.93,6.27,1.15,5.93,1.21,6.77,0.94,2,2,12,5,7,0,0,9.51,2,5,p,voiced,affricate,1,0,0,0,1,0,0,0,0,1,0,0,0,556
zingaro,gypsy,3.93,1.53,6.02,1.27,5.14,1.68,4.55,1.84,6,10,14,7,7,2,0,10.23,3,7,ap,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,568
zona,zone,4.5,1.13,6.27,1.06,3.23,1.7,3.5,1.66,151,574,138,98,40,150,2,10.19,2,4,p,voiced,affricate,1,0,0,0,1,0,0,0,0,1,0,0,0,547
zucchero,sugar,2.07,0.66,6.8,0.67,6.23,1.2,6.91,0.29,51,128,71,37,34,5,0,10.02,3,8,ap,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,542
zuffa,brawl,5.23,1.38,4.8,1.8,4,1.95,4.43,1.91,1,2,0,0,0,0,2,8.81,2,5,p,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,573
zuppa,soup,3.07,1.26,6.16,1.16,5.45,1.37,6.68,0.67,4,16,17,13,4,0,0,9.11,2,5,p,voiceless,affricate,0,0,0,0,1,0,0,0,0,1,0,0,0,577
