word_spanish,translate_word_english,semantic_category,domain,aoa_subjective_mean,aoa_subjective_sd,familiar_mean,familiar_sd,manip_mean,manip_sd,typicality_mean,typicality_sd,percent_total_36,frequency_log,frequency_espal,frequency_crea,frequency_cuetosetal_2012,length,syllables,subjects
flauta,flute,Musical Instruments,Non-Living Things,2.81,1.24,3.65,1.19,3.77,1.73,4.66,0.8,0.39,13.95,3.38,992,2.17,6,2,38
flautín,piccolo,Musical Instruments,Non-Living Things,5.22,1.28,2.39,1.14,4.58,1.1,3.23,1.3,0.08,10.56,1.79,16,0.9,7,2,38
gaita,bagpipe,Musical Instruments,Non-Living Things,4.53,1.34,2.89,1.2,4.51,1.13,3.54,1.26,0.08,11.95,2.83,170,1.45,5,2,38
guitarra,guitar,Musical Instruments,Non-Living Things,2.83,0.94,4.49,0.99,4.6,0.84,4.87,0.48,0.61,14.66,4.22,2621,2.87,8,3,38
laúd,lute,Musical Instruments,Non-Living Things,4.88,2.19,2.04,1.37,4.13,1.68,2.67,1.53,0.11,12.7,2.62,163,1,4,2,35
mandolina,mandolin,Musical Instruments,Non-Living Things,6.06,2.25,1.99,1.08,3.88,1.76,2.24,1.37,0.03,10.94,2.42,82,0,9,4,35
maraca,maraca,Musical Instruments,Non-Living Things,3.9,1.3,2.82,1.25,2.97,1.55,3.16,1.29,0.03,12.2,1.62,44,0.9,6,3,38
oboe,oboe,Musical Instruments,Non-Living Things,5.39,1.79,2.13,1.33,4.11,1.59,2.87,1.42,0.06,11.58,2.78,136,3.46,4,3,36
órgano,organ,Musical Instruments,Non-Living Things,4.32,1.27,3,1.09,4.84,0.63,3.83,1.05,0.11,14.21,4.1,5595,2.76,6,3,38
palillos,drumsticks,Musical Instruments,Non-Living Things,4.24,1.69,2.5,1.4,4.52,0.99,2.44,1.32,0.03,12.08,2.56,169,1.77,8,3,36
pandereta,tambourine,Musical Instruments,Non-Living Things,2.61,1.04,3.74,1.24,4.71,0.5,3.7,0.99,0.08,11.46,2.48,110,0.78,9,4,38
piano,piano,Musical Instruments,Non-Living Things,3.22,1.43,4.16,1.19,4.59,1.22,4.92,0.31,0.44,14.64,4.04,3910,1,5,2,38
pianola,pianola,Musical Instruments,Non-Living Things,5.92,1.89,1.79,0.92,2.47,1.42,2.45,1.29,0.06,10.39,1.93,139,1.45,7,3,36
platillos,cymbals,Musical Instruments,Non-Living Things,4.43,1.77,2.9,1.34,3.17,1.69,3.26,1.25,0.11,12.81,2.84,380,0.7,9,3,37
plato,cymbals,Musical Instruments,Non-Living Things,5.11,1.56,2.71,1.29,4.24,1.07,2.37,1.37,0.03,9.8,3.76,4612,3.06,5,2,38
rabel,rebec,Musical Instruments,Non-Living Things,3.71,3.27,0.91,1.26,2.12,1.99,1.11,1.33,0.03,10.68,2.03,33,0,5,2,21
saxofón,saxophone,Musical Instruments,Non-Living Things,4.7,1.35,2.94,1.23,4.57,1.1,4.27,0.88,0.69,11.88,2.88,172,0.78,7,3,38
tambor,drum,Musical Instruments,Non-Living Things,2.48,1.23,3.77,1.14,3.68,1.56,4.6,0.69,0.39,13.37,3.38,1095,2.05,6,2,38
tamboril,little drum,Musical Instruments,Non-Living Things,5.21,1.55,2.23,1,2.66,1.31,2.68,1.29,0.03,10.71,2.11,59,0,8,3,38
triángulo,triangle,Musical Instruments,Non-Living Things,4.61,1.53,2.51,1.14,2.74,1.45,2.76,1.27,0.08,13.97,3.48,1331,1.6,9,3,38
trombón,trombone,Musical Instruments,Non-Living Things,4.93,1.26,2.54,1.12,4.28,1.12,3.64,1.14,0.14,11.4,2.68,117,0.78,7,2,38
trombón de varas,slide trombone,Musical Instruments,Non-Living Things,5,2.93,1.43,0.97,3.34,2.06,1.79,1.45,0.03,9.73,0,3,0,14,5,31
trompa,horn,Musical Instruments,Non-Living Things,5.24,1.6,2.34,1.2,2.79,1.56,2.8,1.14,0.08,12.16,3.05,334,1.11,6,2,34
trompa de caza,hunting horn,Musical Instruments,Non-Living Things,4.72,2.52,2.01,1.52,3.81,1.63,2.59,1.56,0.11,11.28,0,1,0,6,2,38
trompeta,trumpet,Musical Instruments,Non-Living Things,2.84,1.35,3.77,1.18,3.67,1.73,4.74,0.56,0.44,13.05,3.25,532,1.45,8,3,38
trompetín,curnet,Musical Instruments,Non-Living Things,5.63,1.24,2.12,0.79,3.97,1.13,2.92,1.1,0.03,13.02,0,1,0,9,3,38
tuba,tuba,Musical Instruments,Non-Living Things,5.63,1.59,2.2,1.1,2.57,1.6,2.47,1.42,0.03,11.81,2.38,55,0.9,4,2,37
viola,viola,Musical Instruments,Non-Living Things,5.81,1.42,2.07,1.23,4.47,0.92,3.23,1.17,0.03,15,3.38,744,1.46,5,2,38
violín,violin,Musical Instruments,Non-Living Things,3.4,1.28,3.03,1.37,4.71,1.1,4.74,0.81,0.36,13.58,3.55,1320,1.52,6,2,38
violonchelo,cello,Musical Instruments,Non-Living Things,5.01,1.42,2.83,1.18,3.19,1.64,3.82,0.88,0.08,11.06,2.92,138,2.33,11,4,38
xilófono,xylophone,Musical Instruments,Non-Living Things,4.37,2.06,2.66,1.58,4.3,1.42,3.26,1.53,0.06,10.92,1.96,36,0,8,4,36
zambomba,(kind of) rustic drum,Musical Instruments,Non-Living Things,3.47,1.4,3.11,1.32,4.38,0.84,3.2,1.29,0.03,10.81,1.73,20,0.48,8,3,38
alicates,pliers,Tools,Non-Living Things,3.73,1.33,3.94,1.05,3.94,1.68,4.7,0.71,0.5,11.49,1.6,51,1.26,8,4,38
arado,plow,Tools,Non-Living Things,4.82,1.62,2.68,1.22,3.73,1.4,3.33,1.29,0.14,11.98,3.11,255,1.23,5,3,38
atornillador,screwdriver,Tools,Non-Living Things,4.11,1.69,4.26,1.28,4.59,1.12,4.4,1.14,0.03,10.97,0,14,0,12,5,37
azada,hoe,Tools,Non-Living Things,4.84,1.79,2.69,1.5,3.04,1.77,3.14,1.27,0.11,11.1,2.33,68,0.7,5,3,37
azadilla,little hoe,Tools,Non-Living Things,5.07,2.73,1.99,1.26,3.39,1.83,2.15,1.37,0.03,8.23,0.85,2,0,8,4,32
azadón,hoe,Tools,Non-Living Things,4.29,2.44,2.5,1.55,2.89,1.89,2.89,1.65,0.11,11.6,2.25,54,0.6,6,3,34
azuela,adze,Tools,Non-Living Things,4.47,3.51,1.39,0.92,2.76,2.16,1.61,0.97,0.08,11.59,1.99,6,0,6,3,23
banco,worktable,Tools,Non-Living Things,3.6,1.23,3.69,0.98,2.53,1.27,3.11,1.06,0.03,9.86,4.56,9256,3.51,5,6,38
banco de trabajo,workbench,Tools,Non-Living Things,5.17,1.34,3.22,1.25,2.89,1.47,3.19,1.29,0.03,15.5,0,9,0,14,2,38
bieldo,winnowing fork,Tools,Non-Living Things,2.08,3.15,0.56,0.93,0.85,1.54,0.43,0.79,0.03,8.61,1.2,4,0,6,2,18
bolígrafo,ballpoint pen,Tools,Non-Living Things,2.4,1.17,4.9,0.38,4.68,0.82,2.77,1.6,0.03,12.74,2.17,405,2.54,9,4,38
botador,nail set,Tools,Non-Living Things,5.23,3.08,1.41,1.06,2.84,1.94,1.32,1.32,0.03,9.63,0.9,6,0,9,4,28
broca,drilling bit,Tools,Non-Living Things,5.32,1.51,3.32,1.07,3.97,1.02,3.71,1.08,0.08,11.53,2.57,39,1.36,5,2,38
buril,burin,Tools,Non-Living Things,3.51,3.12,0.81,0.89,2.06,1.98,1.11,1.23,0.03,10.18,2.15,182,0,5,2,20
cepillo,brush,Tools,Non-Living Things,4.09,2.04,3.23,1.4,4.69,0.56,3.01,1.25,0.11,13.12,2.71,606,2.6,7,3,38
chincheta,pushpin,Tools,Non-Living Things,3.3,1.18,3.89,1.27,3.98,0.96,2.46,1.31,0.03,10.81,1.3,17,0,9,3,38
cinta métrica,tape measure,Tools,Non-Living Things,5.2,1.54,3.29,1.25,3.03,1.63,1.13,0.55,0.08,11.09,0,43,0,12,5,38
clavo,nail,Tools,Non-Living Things,3.47,1.24,4.38,0.85,4.22,0.91,4.19,1.14,0.08,13.03,3.28,1002,2.42,5,2,38
corta-alambre,wire cutter,Tools,Non-Living Things,5.94,1.4,2.38,1.29,4.39,0.99,2.54,1.18,0.08,8.18,0,0,0,12,5,38
cortafríos,cold chisel,Tools,Non-Living Things,4.98,2.63,2.5,1.74,3.65,1.9,2.5,1.73,0.08,10.04,0.95,0,0,10,4,33
cultivador,cultivator,Tools,Non-Living Things,5.08,3.07,1.57,1.14,2.95,1.86,1.6,1.2,0.03,11.25,2.26,105,0.48,10,4,29
dallo,scythe,Tools,Non-Living Things,3.06,2.92,0.45,0.44,0.76,1.54,0.42,0.42,0.03,10.01,1.08,0,0,11,2,16
destornillador,screwdriver,Tools,Non-Living Things,3.38,1.04,4.45,0.84,4.76,0.46,4.86,0.26,0.42,11.93,2.1,87,2.04,14,5,38
escafilador,stone mason chisel,Tools,Non-Living Things,2.42,3.28,0.69,1.05,1.07,1.69,0.48,0.85,0.03,4.78,0,0,0,11,5,19
escoba,broom,Tools,Non-Living Things,2.36,0.88,4.41,0.79,4.03,1.39,2.82,1.38,0.03,13.33,2.83,497,2.28,6,3,38
escoplo,ice chisel,Tools,Non-Living Things,3.49,3.43,0.99,0.88,2.17,2.08,1.13,1.31,0.06,8.93,1.76,23,0,7,3,20
escuadra,set-square,Tools,Non-Living Things,5.47,1.29,2.84,1.2,4.28,1.12,3.04,1.22,0.03,12.42,3.45,854,1.53,8,3,38
formón,chisel,Tools,Non-Living Things,5.39,2.77,1.97,1.71,2.58,1.74,2.18,1.55,0.08,14.44,1.38,25,0,6,2,33
garieta,pitchfork,Tools,Non-Living Things,2.81,2.74,0.56,0.97,1.68,1.37,0.5,0.72,0.03,10.32,0,0,0,7,3,16
garlopa,jointer,Tools,Non-Living Things,2.38,2.38,0.53,0.7,1.43,1.4,0.53,0.59,0.03,9.46,1.41,11,0,7,3,15
gato,hydraulic jack,Tools,Non-Living Things,5.2,1.93,3.19,1.26,4.22,0.96,3.55,1.13,0.03,9.43,4.07,3556,3.35,4,2,38
grifo,faucet,Tools,Non-Living Things,3.02,1.62,4.21,1.14,3.89,1.24,2.37,1.26,0.03,13.25,2.85,424,1.96,5,2,38
gubia,gouge,Tools,Non-Living Things,3.7,3.37,1.09,1.58,2.19,1.84,1.26,1.19,0.03,10.4,1.64,16,0,5,2,22
hacha,ax,Tools,Non-Living Things,3.52,1.22,3.26,1.26,4.58,0.96,3.99,1.2,0.19,12.35,3.3,600,2.53,5,2,38
horca,pitchfork,Tools,Non-Living Things,5.24,2.15,1.76,1.31,3.66,1.71,1.92,1.2,0.03,11.17,3,288,1.88,5,2,35
hoz,sickle,Tools,Non-Living Things,4.77,1.7,2.58,1.13,2.78,1.58,3.32,1.23,0.08,12.78,3.04,217,1.46,3,1,37
lápiz,pencil,Tools,Non-Living Things,1.83,0.88,4.76,0.63,4.39,1.1,2.88,1.36,0.03,14.11,3.22,1236,2.79,5,2,38
latiguillo,patch cord,Tools,Non-Living Things,4.79,3.2,1.75,1.47,2.89,2.09,1.34,1.2,0.03,11.17,1.6,45,0,10,4,30
lezna,awl,Tools,Non-Living Things,2.92,2.77,1.19,0.99,1.97,1.65,1.47,1.1,0.03,8.68,1.57,12,0,5,2,17
lima,file,Tools,Non-Living Things,4.53,1.27,3.11,0.88,4.53,1.06,3.57,1.26,0.14,10.33,4.18,197,2.28,4,2,38
llana,trowel tool,Tools,Non-Living Things,4.26,3.06,2.21,1.72,3.53,2.24,2.42,1.68,0.03,12.25,3.03,284,1.11,5,2,30
llave,wrench,Tools,Non-Living Things,3.38,1.64,4.18,1.16,4.74,0.71,4.13,0.98,0.03,14.44,3.83,3181,3.51,6,2,38
llave allen,allen wrench,Tools,Non-Living Things,5.34,2.44,2.87,1.84,4.08,1.79,3,1.6,0.08,10.06,0,1,0,10,4,35
llave fija,wrench,Tools,Non-Living Things,5.45,1.93,2.9,1.64,3.37,1.84,3.47,1.48,0.03,12.11,0,3,0,9,4,37
llave grifa,pipe wrench,Tools,Non-Living Things,5.39,2.87,2.1,1.28,3.82,1.97,2.5,1.57,0.03,10.98,0,1,0,10,4,32
llave inglesa,monkey wrench,Tools,Non-Living Things,4.27,1.62,4.14,1.04,4.63,0.75,4.72,0.67,0.11,12.71,0,37,0,12,5,38
mandriladora,milling machine,Tools,Non-Living Things,3.93,3.45,1.54,1.07,1.68,1.51,1.82,1.22,0.03,9.27,0,0,0,11,5,19
máquina,machine,Tools,Non-Living Things,3.2,1.66,3.97,0.89,3.68,1.4,3.48,1.35,0.06,15.33,4.07,6554,3.41,7,3,38
martillo,hammer,Tools,Non-Living Things,2.98,1.4,4.48,0.69,4.57,0.84,4.89,0.36,0.64,13.52,3.44,665,2.7,8,3,38
maza,mallet,Tools,Non-Living Things,5.01,1.55,3.14,1.01,4.37,0.85,3.53,1.04,0.03,12.51,3.14,124,1.49,4,2,38
mazo,mallet,Tools,Non-Living Things,4.47,1.57,3.16,1.23,4.43,1.08,3.63,0.98,0.11,12.79,3.03,215,1.99,4,2,38
metro,meter / ruler,Tools,Non-Living Things,3.63,1.2,4.23,1,4.41,0.9,4.26,0.88,0.03,10.83,4.18,4152,2.94,5,2,38
mezcladora,mixer,Tools,Non-Living Things,5.34,2,2.23,1.01,3.19,1.42,2.58,1.15,0.03,11.32,1.45,19,1.54,10,4,36
mordaza,clamp,Tools,Non-Living Things,5.48,2.67,1.69,1.09,3.23,1.72,1.92,1.42,0.03,11.13,2.38,179,1.79,7,3,32
motosierra,chainsaw,Tools,Non-Living Things,4.66,1.38,3.23,1.09,4.35,1.07,4.21,0.83,0.03,12.19,1.86,14,1.76,10,4,38
navaja,clasp knife,Tools,Non-Living Things,3.63,1.66,3.69,1.18,4.37,1.02,3.9,1.04,0.03,12.99,3.09,1169,2.5,6,3,38
pala,shovel,Tools,Non-Living Things,2.91,1.47,3.8,1.17,4.68,0.61,4.32,0.9,0.19,14.05,3.1,460,3.86,4,2,38
palanca,lever,Tools,Non-Living Things,4.55,1.29,2.9,1.09,4.52,0.84,3.18,1.12,0.03,13.16,3.07,651,1.51,7,3,38
paleta,trowel,Tools,Non-Living Things,4.87,1.47,2.86,1.21,4.68,0.84,3.39,1.08,0.06,13.43,3,433,1.99,6,3,38
pico,pick,Tools,Non-Living Things,4.14,1.35,3.03,1.29,4.76,0.72,4.24,0.94,0.11,14.47,3.96,2584,2.23,4,2,38
pinza,tweezers,Tools,Non-Living Things,4.24,1.6,3.18,1.17,4.37,0.98,3.03,1.18,0.03,12.95,2.5,325,2.16,5,2,38
piqueta,pickaxe,Tools,Non-Living Things,5.65,2.02,2.68,1.57,4.08,1.44,2.78,1.52,0.03,10.49,1.96,107,0,7,3,35
punta,nail,Tools,Non-Living Things,4.53,2.44,2.52,1.5,3.46,1.71,2.22,1.45,0.06,15.14,4.14,6224,1.36,5,2,35
punteadora,surfacing machine,Tools,Non-Living Things,5.5,2.91,1.45,1.2,2.11,1.28,1.58,1.36,0.03,8.6,0,0,0,10,4,33
puntero,stonecutter's chisel,Tools,Non-Living Things,6.06,1.6,2.32,1.09,4.02,1.29,2.41,1.36,0.03,13.22,2.76,559,1.41,7,3,37
punzón,awl,Tools,Non-Living Things,4.18,2.25,3.01,1.49,4.26,1.38,2.99,1.34,0.08,10.84,2.27,81,2.51,6,2,36
rastrillo,rake,Tools,Non-Living Things,3.43,1.37,3.68,1.05,4.31,1.08,3.92,0.85,0.06,12.46,2.36,186,1.11,9,3,38
regla,ruler,Tools,Non-Living Things,3.56,1.33,4.35,0.67,4.52,0.57,3.84,0.96,0.03,14.47,4,3933,0.95,5,2,38
serrucho,saw,Tools,Non-Living Things,4.21,1.37,3.25,0.98,4.67,0.75,4.44,0.78,0.22,10.89,2.47,97,0.6,8,3,38
sierra,saw,Tools,Non-Living Things,3.29,1.1,4.09,1.19,4.53,0.53,4.62,0.48,0.31,16.04,4.31,2859,1.49,6,2,38
taco,wall plug,Tools,Non-Living Things,5.68,1.23,3.25,1.09,3.89,1.06,2.97,1.2,0.03,16.69,2.74,375,1.85,4,2,38
taladradora,drill,Tools,Non-Living Things,4.97,1.5,3.53,1.42,4.65,0.56,4.24,0.92,0.06,10.71,1.67,27,0.85,11,5,38
taladro,auger,Tools,Non-Living Things,4.18,1.25,4.18,0.84,4.56,0.62,4.6,0.44,0.06,12.83,2.41,119,0.6,7,3,38
tenaza,pincers,Tools,Non-Living Things,4.7,1.42,3.57,0.91,4.49,0.7,4.03,0.94,0.53,10.72,2.24,119,1.72,6,3,38
tijera,scissors,Tools,Non-Living Things,2.57,1.03,4.68,0.69,4.71,0.36,4.43,0.76,0.22,2.83,2.61,365,2.04,6,3,38
tornillo,screw,Tools,Non-Living Things,3.39,1.61,4,0.95,3.84,1.55,4.08,1.12,0.11,13.08,2.78,326,1.86,8,3,38
torno,lathe,Tools,Non-Living Things,5.9,1.62,2.27,1.32,3.89,1.6,2.66,1.27,0.03,14.36,4.39,14188,1.76,5,2,37
yunque,anvil,Tools,Non-Living Things,5.16,1.85,1.84,1.09,2.18,1.27,2.68,1.13,0.03,11.32,2.95,121,0,6,2,38
ala delta,hang-glider,Vehicles,Non-Living Things,5.97,1.13,1.88,1.25,4.18,1.08,1.94,1.01,0.03,14.5,0,25,0,8,4,38
autobús,bus,Vehicles,Non-Living Things,2.5,1.31,4.66,0.81,4.3,1.24,4.65,0.56,0.36,15.33,3.61,2659,3.45,7,3,38
autocar,coach,Vehicles,Non-Living Things,3.23,1.46,3.91,1.16,3.86,1.51,4.24,0.9,0.03,12.91,2.6,364,1.23,7,3,38
autogiro,autogyro / gyroplane,Vehicles,Non-Living Things,5.38,2.65,1.24,0.86,3.1,1.87,1.64,1.26,0.03,11.44,1.9,64,0,8,4,32
automóvil,automobile,Vehicles,Non-Living Things,2.76,1.79,4.97,0.19,4.65,0.73,4.95,0.26,0.06,14.75,3.79,4593,2.52,9,4,38
avión,plane,Vehicles,Non-Living Things,2.17,0.99,4.26,1.09,3.11,1.56,4.22,1.19,0.39,10.92,4.17,7308,3.71,5,2,38
avioneta,light plane,Vehicles,Non-Living Things,3.74,1.41,3.14,1.21,3.54,1.3,2.96,1.16,0.03,12.19,2.8,538,1.41,8,4,38
barca,rowboat,Vehicles,Non-Living Things,3.17,1.26,3.11,1.22,3.87,1.09,3.33,1.23,0.06,15.19,3.47,728,1.81,5,2,38
barco,boat,Vehicles,Non-Living Things,2.53,0.95,3.91,1.03,3.11,1.4,3.94,1.27,0.28,15.37,4.12,5519,3.55,5,2,38
bicicleta,bicycle,Vehicles,Non-Living Things,2.39,0.84,4.24,0.88,4.62,0.69,4.44,0.83,0.69,14.89,3.36,2308,3.01,9,4,38
camión,lorry,Vehicles,Non-Living Things,2.4,1.2,3.82,1.12,4.49,0.74,4.84,0.19,0.5,11.71,3.54,3081,3.42,6,2,38
camioneta,van,Vehicles,Non-Living Things,3.78,1.56,3.31,1.19,3.3,1.62,3.88,0.92,0.08,13.31,2.81,1333,3.38,9,4,38
canoa,canoe,Vehicles,Non-Living Things,4.18,1.44,2.7,1.36,3.82,1.12,2.24,1.3,0.03,12.41,2.92,288,1.97,5,3,38
carabela,caravel,Vehicles,Non-Living Things,4.71,2.15,1.83,1.34,2.18,1.56,1.47,1.14,0.03,11.58,2.36,97,0,8,4,37
carreta,cart,Vehicles,Non-Living Things,4.32,1.32,2.61,1.09,2.7,1.47,2.27,1.07,0.03,11.86,3.05,482,2.27,7,3,38
carretilla,wheelbarrow,Vehicles,Non-Living Things,3.78,1.15,2.88,1.21,4.07,1.07,2.12,1.03,0.06,12.8,2.41,138,1.88,10,4,38
carrito,shopping cart,Vehicles,Non-Living Things,3.27,1.67,3.31,1.08,3.66,1.01,2.54,1.11,0.03,14.14,2.82,466,2.31,7,3,38
carro,horse drawn  cart,Vehicles,Non-Living Things,3.11,1.3,3.11,1.45,3.35,1.37,3,1.28,0.31,14.88,3.71,3424,2.87,5,2,38
ciclomotor,moped,Vehicles,Non-Living Things,4.43,1.83,3.83,0.96,3.62,1.45,4.12,0.83,0.03,12.86,1.92,70,1.2,10,4,38
coche,car,Vehicles,Non-Living Things,1.68,1.1,4.96,0,4.54,0.51,5,0,0.81,16.06,4.23,11927,3.68,5,2,38
coche de caballos,carriage,Vehicles,Non-Living Things,3.98,1.37,2.84,1.25,2.72,1.37,2.53,1.17,0.03,14.92,0,64,0,15,6,38
furgoneta,van,Vehicles,Non-Living Things,3.28,1.01,4.24,1.03,3.96,1.09,4.32,0.64,0.06,14.02,3,688,2.49,9,4,38
globo,balloon,Vehicles,Non-Living Things,3.45,1.34,2.32,1.29,3.43,1.35,2.16,1.14,0.08,14.28,3.72,1699,2.69,5,2,38
helicóptero,helicopter,Vehicles,Non-Living Things,3.23,1.26,3.26,1.24,3.24,1.59,3.57,1.22,0.11,13.88,3.51,1583,3.11,11,5,38
metro,underground   subway,Vehicles,Non-Living Things,4.69,1.69,4.07,1.38,2.48,1.15,3.51,1.13,0.06,10.74,4.18,4152,2.94,5,2,38
microbús,minibus,Vehicles,Non-Living Things,4.95,1.59,3.24,1.09,2.79,1.51,3.09,1.11,0.03,10.5,2.03,96,0,8,3,38
monociclo,unicycle,Vehicles,Non-Living Things,5.72,1.82,2.08,1.2,3.47,1.4,2.39,1.28,0.03,10.15,1.08,34,0.48,9,4,38
monopatín,skateboard,Vehicles,Non-Living Things,3.73,1.18,2.97,1.31,2.47,1.58,2.21,1.08,0.03,11.72,1.76,22,1.52,9,4,38
moto,motorbike,Vehicles,Non-Living Things,2.23,1.17,4.22,1.16,4.07,1.53,4.76,0.53,0.61,15.46,3.24,1431,2.85,4,2,38
motocarro,auto rickshaw,Vehicles,Non-Living Things,5.39,1.25,1.9,1.12,2.47,1.46,2.4,1.14,0.03,9.97,0,3,0,9,4,38
motora,motorboat,Vehicles,Non-Living Things,4.67,2.35,1.91,1,3.34,1.72,2.26,1.31,0.08,12.31,2.54,390,1.28,6,3,35
parapente,paragliding,Vehicles,Non-Living Things,6.17,1.49,2.15,1.22,3.57,1.51,1.44,0.88,0.03,12.89,2.15,35,0.95,9,4,37
patín,skate,Vehicles,Non-Living Things,3.3,0.94,3.35,1.34,2.93,1.21,2.54,1.26,0.06,12.42,2.44,69,1.64,5,2,38
patinete,scooter,Vehicles,Non-Living Things,3.26,1.18,3.14,1.12,2.84,1.38,2.39,1,0.11,11.78,1.56,26,1.26,8,4,38
piragua,canoe,Vehicles,Non-Living Things,4.65,1.3,2.63,1.25,4.13,1.06,2.18,0.94,0.06,11.81,2.29,88,0,7,3,38
planeador,glider,Vehicles,Non-Living Things,5.69,1.34,1.96,1.31,2.38,1.48,2.18,1.21,0.03,10.99,2.31,21,1.15,9,3,38
reactor,jet plane,Vehicles,Non-Living Things,5.94,1.32,2.4,1.15,2.83,1.39,2.32,1.12,0.03,13.23,3.48,488,1.88,7,3,38
remolque,trailer,Vehicles,Non-Living Things,4.48,1.23,3.04,1.16,2.7,1.63,2.83,1.17,0.03,13.76,2.84,342,0.48,8,3,38
sidecar,sidecar,Vehicles,Non-Living Things,5.47,1.27,2.46,1.1,2.41,1.42,2.29,1.1,0.03,11.86,1.6,37,4.3,7,3,38
silla de ruedas,wheelchair,Vehicles,Non-Living Things,4.34,1.37,2.82,1.25,4.28,1.11,1.94,1.11,0.03,12.51,0,674,0,13,5,38
submarino,submarine,Vehicles,Non-Living Things,3.97,1.35,3.05,1.15,2.99,1.41,2.63,1.23,0.03,13.57,3.34,837,2.12,9,4,38
tanque,tank,Vehicles,Non-Living Things,3.98,1.29,2.82,1.36,3.46,1.43,2.7,1.05,0.03,13.85,3.4,838,2.62,6,2,38
tartana,light carriage,Vehicles,Non-Living Things,5.19,2.14,1.94,1.43,2.41,1.52,1.74,1.34,0.03,#NUM!,2.04,77,0,7,3,35
taxi,taxi,Vehicles,Non-Living Things,3.46,1.26,4.17,1.01,3.74,1.32,4.32,0.72,0.06,14.8,3.34,2699,1.23,4,2,38
tractor,tractor,Vehicles,Non-Living Things,3.15,1.34,3.46,1.14,3.28,1.53,3.87,1.12,0.22,13.82,2.61,284,1.48,7,2,38
tráiler,trailer,Vehicles,Non-Living Things,5.29,1.51,3.07,1.13,3.18,1.54,3.51,1.07,0.14,15.22,1.93,42,1.32,7,2,38
tranvía,trolley,Vehicles,Non-Living Things,4.29,1.4,2.95,1.47,2.86,1.4,3.46,1.17,0.08,13.47,3.25,935,1.15,7,3,38
trasatlántico,ocean liner,Vehicles,Non-Living Things,5.29,1.4,2.69,1.42,2.03,1.49,2.53,1.04,0.03,10.75,2.28,81,2.21,13,5,38
tren,train,Vehicles,Non-Living Things,2.37,0.78,4.43,1.09,2.71,1.46,4.53,0.69,0.47,15.42,4.09,6379,0.48,4,1,38
triciclo,tricycle,Vehicles,Non-Living Things,2.37,1.34,3.35,1.14,3.57,1.21,2.8,1.23,0.28,11.78,2.15,82,0.6,8,3,38
trillo,threshing board,Vehicles,Non-Living Things,3.55,2.98,1.39,1.62,2.13,1.93,1.16,1.05,0.03,12.38,3.17,27,1.32,6,2,27
trineo,sled,Vehicles,Non-Living Things,3.39,1.39,2.32,1.09,2.38,1.38,1.98,1.07,0.03,13.19,2.74,77,1.11,6,3,38
turismo,private car / car,Vehicles,Non-Living Things,4.38,1.85,4.4,0.74,3.92,1.36,3.88,1.34,0.03,16.74,4.26,5245,2.29,7,3,38
velero,sailboat,Vehicles,Non-Living Things,4.81,1.49,2.61,1.28,3.77,1.24,2.6,1.07,0.03,13.47,2.75,320,1.2,6,3,38
