word_english,length,familiar_mean,familiar_n,aoa_subjective_mean,aoa_subjective_n,transparency_mean,transparency_n,lmd_mean,lmd_n,imagine_mean,imagine_n,ser_mean,ser_n,familiar_z,aoa_zscore,transparency_z,lmd_zscore,imagine_zscore,ser_zscore
eyestrain,9,4.57,14,5.87,15,5.29,14,6.07,15,3.38,21,3.6,15,-1.2,1.09,0.63,0.7,-0.64,0.65
eyewash,7,5.29,14,4.93,15,6.13,15,5.13,15,3.71,21,3.47,15,-0.55,0.29,1.34,0.04,-0.42,0.53
eyewitness,10,7,14,4.53,15,6.27,15,7.07,15,3.1,21,2.4,15,1.01,-0.05,1.45,1.4,-0.83,-0.5
faceless,8,5.93,14,5.07,15,3.86,14,3.13,15,5.05,21,3.73,15,0.04,0.41,-0.56,-1.35,0.45,0.78
fallout,7,5.57,14,5.53,15,3.36,14,3.93,15,2.52,21,2.67,15,-0.29,0.81,-0.98,-0.79,-1.2,-0.24
falsehood,9,5.43,14,5.87,15,2.86,14,1.67,15,1.62,21,2.13,15,-0.42,1.09,-1.39,-2.38,-1.79,-0.76
fanfare,7,5.43,14,5.67,15,3.87,15,5.14,14,2.71,21,2.33,15,-0.42,0.92,-0.55,0.05,-1.08,-0.56
farewell,8,6.5,14,4,15,3.4,15,4.4,15,3.86,21,3,15,0.55,-0.5,-0.94,-0.47,-0.33,0.08
fatherhood,10,6.43,14,3.4,15,3.86,14,1.4,15,3.95,21,3.4,15,0.49,-1.02,-0.56,-2.57,-0.27,0.46
feedback,8,6.64,14,5.13,15,3,14,5.87,15,2.71,21,3,15,0.68,0.46,-1.28,0.56,-1.08,0.08
fellowship,10,6.36,14,5.87,15,3.07,14,2,15,3,21,2.8,15,0.42,1.09,-1.22,-2.15,-0.89,-0.12
ferryman,8,4.07,14,5,15,5.6,15,5.57,14,4.67,21,1.33,15,-1.65,0.35,0.89,0.35,0.2,-1.53
figurehead,10,4.93,14,6.13,15,3.73,15,3.73,15,3.24,21,1.47,15,-0.87,1.32,-0.66,-0.93,-0.73,-1.4
filmstrip,9,5.29,14,5.67,15,5.64,14,3.77,13,5.43,21,1.87,15,-0.55,0.92,0.93,-0.91,0.7,-1.01
fireball,8,6.36,14,4.2,15,5.21,14,4.87,15,5.81,21,4.27,15,0.42,-0.33,0.57,-0.14,0.95,1.29
firefly,7,6.93,14,3.2,15,4.2,15,7,15,6.19,21,3.53,15,0.94,-1.19,-0.28,1.35,1.2,0.59
firelight,9,3.43,14,4.2,15,5.21,14,5.43,14,4.1,21,2.93,15,-2.24,-0.33,0.57,0.25,-0.17,0.01
fireplace,9,6.93,14,2.67,15,5.86,14,3.93,15,6.67,21,5.47,15,0.94,-1.64,1.11,-0.79,1.51,2.45
firepower,9,5.64,14,4.73,15,4.93,14,5.67,15,3.38,21,3.73,15,-0.22,0.12,0.33,0.42,-0.64,0.78
fireproof,9,6.71,14,4,15,4.79,14,4.2,15,2.71,21,2.67,15,0.75,-0.5,0.21,-0.61,-1.08,-0.24
fireside,8,4.79,14,5,15,4.54,13,4.71,14,4.14,21,3.07,15,-1,0.35,0.01,-0.25,-0.14,0.14
firewood,8,6.93,14,3.33,15,6.33,15,5.73,15,6.29,21,3.6,15,0.94,-1.07,1.5,0.46,1.26,0.65
firsthand,9,6.64,14,5.2,15,3.47,15,3.29,14,1.33,21,1.53,15,0.68,0.52,-0.89,-1.25,-1.98,-1.33
flapjack,8,5,14,4.53,15,1.79,14,4.77,13,4.57,21,2.33,15,-0.81,-0.05,-2.29,-0.21,0.14,-0.56
folklore,8,5.86,14,4.87,15,3.87,15,5,14,2.71,21,1.53,15,-0.03,0.24,-0.55,-0.05,-1.08,-1.33
folktale,8,6.36,14,3.4,15,5.27,15,6.33,15,3.24,21,2,15,0.42,-1.02,0.61,0.88,-0.73,-0.88
foolhardy,9,3.36,14,6.27,15,2.85,13,3.38,13,1.86,21,1.07,15,-2.3,1.43,-1.4,-1.18,-1.64,-1.78
foolproof,9,6.64,14,5.6,15,4.29,14,5.27,15,1.48,21,1.53,15,0.68,0.86,-0.2,0.14,-1.88,-1.33
foothill,8,4.71,14,5.47,15,3.33,15,6.73,15,3.05,21,1.8,15,-1.07,0.75,-1,1.16,-0.86,-1.08
foothold,8,5.21,14,5.67,15,4.8,15,5.15,13,3.71,21,1.4,15,-0.61,0.92,0.23,0.06,-0.42,-1.46
footnote,8,6.14,14,6.4,15,3.29,14,7.73,15,5.48,21,2.93,15,0.23,1.55,-1.04,1.86,0.73,0.01
footpath,8,5.93,14,4.73,15,5.07,14,6.2,15,5.48,21,3.4,15,0.04,0.12,0.45,0.79,0.73,0.46
footprint,9,7,14,2.4,15,6.21,14,4.6,15,6.29,21,4.47,15,1.01,-1.87,1.4,-0.33,1.26,1.49
footrace,8,4.86,14,4.4,15,5.57,14,5.8,15,3.62,21,2.27,15,-0.94,-0.16,0.87,0.51,-0.48,-0.63
footstep,8,6.86,14,3.07,15,6,14,5.2,15,4.62,21,3.6,15,0.88,-1.3,1.23,0.09,0.17,0.65
footstool,9,5.57,14,4.67,15,5.93,14,5.93,15,5.52,21,2.87,15,-0.29,0.07,1.17,0.6,0.76,-0.05
footwear,8,6.79,14,3.6,15,5.79,14,3.67,15,6.1,21,4.53,15,0.81,-0.85,1.05,-0.98,1.13,1.55
footwork,8,6.14,14,4.47,15,5.07,14,3.64,14,4.52,21,3.8,15,0.23,-0.11,0.45,-1,0.11,0.85
fortnight,9,5.79,14,6.13,15,2.55,11,7.13,15,2.14,21,2.33,15,-0.09,1.32,-1.65,1.44,-1.45,-0.56
framework,9,6.21,14,5.33,15,3.43,14,2.73,15,3.57,21,2.67,15,0.29,0.64,-0.92,-1.63,-0.52,-0.24
freshman,8,7,14,5.93,15,3.67,15,4.93,15,4.52,21,2.6,15,1.01,1.15,-0.72,-0.1,0.11,-0.31
freshwater,10,6.86,14,3,15,6,15,6.33,15,4.57,21,3.27,15,0.88,-1.36,1.23,0.88,0.14,0.33
friendship,10,6.93,14,2.07,15,2.8,15,1.47,15,3.43,21,3.27,15,0.94,-2.16,-1.44,-2.52,-0.61,0.33
frostbite,9,6.29,14,4.6,15,3.86,14,2.53,15,5.48,21,4.4,15,0.36,0.01,-0.56,-1.77,0.73,1.42
fruitcake,9,6.43,14,3.8,15,5.13,15,6.27,15,5.81,21,2.67,15,0.49,-0.68,0.5,0.84,0.95,-0.24
gallbladder,11,5.79,14,6.2,15,4.07,15,5.77,13,3.24,21,2.13,15,-0.09,1.38,-0.39,0.49,-0.73,-0.76
gallstone,9,4.07,14,6.47,15,3.38,13,6.36,11,2.9,21,1.93,15,-1.65,1.6,-0.95,0.9,-0.95,-0.95
gangplank,9,2.29,14,5.67,15,2.83,12,7.36,11,3.05,21,1.27,15,-3.28,0.92,-1.41,1.6,-0.86,-1.59
gangway,7,3.43,14,6.27,15,3.1,10,6.57,14,2.33,21,1.8,15,-2.24,1.43,-1.19,1.05,-1.32,-1.08
gentleman,9,6.93,14,3.8,15,5,14,6.93,15,4.86,21,4.2,15,0.94,-0.68,0.39,1.3,0.32,1.23
getaway,7,6.64,14,4.47,15,5.53,15,6.47,15,3.33,21,2.27,15,0.68,-0.11,0.84,0.98,-0.67,-0.63
getup,5,4.71,14,5.13,15,3.36,11,5.47,15,3.1,21,2,15,-1.07,0.46,-0.97,0.28,-0.83,-0.88
gingerbread,11,6.71,14,3.2,15,5.2,15,5.87,15,5.76,21,4.87,15,0.75,-1.19,0.56,0.56,0.92,1.87
girlfriend,10,7,14,3.4,15,5.53,15,3.93,15,4.81,21,3.27,15,1.01,-1.02,0.84,-0.79,0.29,0.33
goalpost,8,6.29,14,3.33,15,5.71,14,5.33,15,6.52,21,3.73,15,0.36,-1.07,0.99,0.18,1.41,0.78
goatherd,8,4.29,14,5.07,15,5.17,12,5.47,15,4.43,21,2.4,15,-1.46,0.41,0.53,0.28,0.04,-0.5
grapefruit,10,6.93,14,3.27,15,3.33,15,7.73,15,6.48,21,3.6,15,0.94,-1.13,-1,1.86,1.38,0.65
grapevine,9,5.64,14,4.73,15,5,13,5.67,15,5.43,21,3.4,15,-0.22,0.12,0.39,0.42,0.7,0.46
greasepaint,11,3.93,14,6.33,15,4.18,11,5.07,14,3.48,21,3.07,15,-1.78,1.49,-0.29,0,-0.58,0.14
guardrail,9,6.07,14,4.33,15,5,15,6.07,15,5,21,2.13,15,0.16,-0.22,0.39,0.7,0.42,-0.76
guidebook,9,6.86,14,5.13,15,6.07,15,5.27,15,4.48,21,2.13,15,0.88,0.46,1.28,0.14,0.08,-0.76
hailstone,9,3.79,14,5.4,15,4.1,10,4.92,13,3.62,21,2.67,15,-1.91,0.69,-0.36,-0.1,-0.48,-0.24
hailstorm,9,6,14,4.33,15,6.53,15,5.6,15,5.43,21,4.73,15,0.1,-0.22,1.67,0.37,0.7,1.74
hallmark,8,5,14,5.13,15,2.29,14,7.73,15,2.81,21,1.47,15,-0.81,0.46,-1.87,1.86,-1.01,-1.4
hallway,7,7,14,2.47,15,4.87,15,2.73,15,6.52,21,2.07,15,1.01,-1.81,0.28,-1.63,1.41,-0.82
hamburger,9,7,14,2.33,15,3.07,14,7.87,15,6.81,21,5.47,15,1.01,-1.93,-1.22,1.96,1.6,2.45
hamstring,9,6.93,14,5.47,15,2.27,15,5.86,14,5.29,21,3.8,15,0.94,0.75,-1.89,0.55,0.61,0.85
handbag,7,6.57,14,3.6,15,5.47,15,6.8,15,6.38,21,2,15,0.62,-0.85,0.78,1.21,1.32,-0.88
handbook,8,6.71,14,4.47,15,3.8,15,8,14,5.33,21,2.13,15,0.75,-0.11,-0.61,2.05,0.64,-0.76
handbrake,9,5.79,14,5.13,15,5.64,14,6.6,15,4.9,21,3.47,15,-0.09,0.46,0.93,1.07,0.36,0.53
handcart,8,4.5,14,4.93,15,5.2,15,6.64,14,4.24,21,2.13,15,-1.26,0.29,0.56,1.1,-0.08,-0.76
handclasp,9,4.07,14,6,15,5.08,13,5.27,15,4.86,21,3.87,15,-1.65,1.21,0.46,0.14,0.32,0.91
handcuff,8,6.86,14,3.53,15,5.86,14,5.87,15,6.24,21,3.93,15,0.88,-0.9,1.11,0.56,1.23,0.97
handgun,7,6.29,14,4.4,15,6.29,14,8.13,15,6.43,21,4.27,15,0.36,-0.16,1.46,2.14,1.35,1.29
handlebar,9,6.43,14,3.27,15,5.93,14,4.87,15,6.33,21,3.33,15,0.49,-1.13,1.17,-0.14,1.29,0.4
handmade,8,6.79,14,3.07,15,6.07,15,4.93,15,3.1,21,2.33,15,0.81,-1.3,1.28,-0.1,-0.83,-0.56
handmaiden,10,4.36,14,5.93,15,3.71,14,6.6,15,3.81,21,1.13,15,-1.39,1.15,-0.68,1.07,-0.36,-1.72
handout,7,6.71,14,4.07,15,3.93,14,4.47,15,5.48,21,2.67,15,0.75,-0.45,-0.5,-0.42,0.73,-0.24
handrail,8,6.71,14,3.87,15,5.07,15,5.6,15,6,21,2.6,15,0.75,-0.62,0.45,0.37,1.07,-0.31
handsaw,7,6.5,14,4.73,15,5.71,14,6.6,15,5.9,21,4,15,0.55,0.12,0.99,1.07,1.01,1.04
handshake,9,7,14,3.47,15,6,15,5,15,6.1,21,4.07,15,1.01,-0.96,1.23,-0.05,1.13,1.1
handstand,9,6.93,14,3.13,15,5.8,15,4.8,15,6.24,21,3.47,15,0.94,-1.25,1.06,-0.19,1.23,0.53
hatpin,6,2.57,14,6.2,15,4.71,14,6.1,10,2.62,21,1.2,15,-3.02,1.38,0.15,0.72,-1.14,-1.65
headache,8,7,14,2.53,15,6.14,14,5.4,15,3.76,21,4.67,15,1.01,-1.76,1.34,0.23,-0.39,1.68
headband,8,6.93,14,3.33,15,5.57,14,4.8,15,6.33,21,3.93,15,0.94,-1.07,0.87,-0.19,1.29,0.97
headboard,9,5.5,14,4.33,15,4.4,15,6.57,14,4.81,21,1.93,15,-0.35,-0.22,-0.11,1.05,0.29,-0.95
headdress,9,5.64,14,4.73,15,5.4,15,3.93,15,4.62,21,2.27,15,-0.22,0.12,0.73,-0.79,0.17,-0.63
headfirst,9,6.5,14,4.13,15,5.67,15,4.64,14,4.33,21,3.13,15,0.55,-0.39,0.95,-0.3,-0.02,0.21
headgear,8,6.07,14,4.47,15,5.73,15,4.67,15,4.81,21,2.93,15,0.16,-0.11,1,-0.28,0.29,0.01
headless,8,6.71,14,3.93,15,4.57,14,3.93,15,6,21,4.2,15,0.75,-0.56,0.03,-0.79,1.07,1.23
headlight,9,6.64,14,3.27,15,4.67,15,7,15,6,21,3.53,15,0.68,-1.13,0.11,1.35,1.07,0.59
headline,8,6.71,14,4.4,15,3.21,14,5.53,15,5.71,21,3.07,15,0.75,-0.16,-1.1,0.32,0.89,0.14
headlong,8,4.07,14,6.07,15,2.89,9,5.2,15,2,21,1.47,15,-1.65,1.26,-1.37,0.09,-1.54,-1.4
headmaster,10,6.71,14,4.47,15,4.73,15,7.2,15,4.67,21,1.53,15,0.75,-0.11,0.17,1.49,0.2,-1.33
headmistress,12,5.71,14,5.8,15,4.14,14,6.2,15,4.43,21,2.93,15,-0.16,1.03,-0.32,0.79,0.04,0.01
headpiece,9,6.21,14,5.07,15,5.07,15,3.8,15,3.9,21,2.93,15,0.29,0.41,0.45,-0.89,-0.3,0.01
headrest,8,6.64,14,4,15,5.4,15,4.93,15,4.81,21,2.4,15,0.68,-0.5,0.73,-0.1,0.29,-0.5
headset,7,6.5,14,3.8,15,4.29,14,3.6,15,5.95,21,3.67,15,0.55,-0.68,-0.2,-1.03,1.04,0.72
headstone,9,5.79,14,5.4,15,3.91,11,7.2,15,5.05,21,3.13,15,-0.09,0.69,-0.52,1.49,0.45,0.21
headstrong,10,6.43,14,5.53,15,4.47,15,5.53,15,2.38,21,2.6,15,0.49,0.81,-0.05,0.32,-1.29,-0.31
headway,7,5.64,14,5.33,15,3,11,5.2,15,2.1,21,1.73,15,-0.22,0.64,-1.28,0.09,-1.48,-1.14
heatstroke,10,6.43,14,5.67,15,5.6,15,4.87,15,3.62,21,2.73,15,0.49,0.92,0.89,-0.14,-0.48,-0.18
hedgehog,8,6.5,14,3.8,15,2.4,15,5.87,15,5.76,21,3.07,15,0.55,-0.68,-1.78,0.56,0.92,0.14
heirloom,8,5.36,14,4.73,15,3.29,14,3.4,15,3.57,21,2.07,15,-0.48,0.12,-1.04,-1.17,-0.52,-0.82
hellfire,8,4.21,14,5.8,15,4.14,14,6.14,14,3.38,21,2.87,15,-1.52,1.03,-0.32,0.75,-0.64,-0.05
hemline,7,4.93,14,5.2,15,4.62,13,4,15,4.67,21,3,15,-0.87,0.52,0.07,-0.75,0.2,0.08
hemlock,7,4.14,14,6.2,15,2,14,5.5,12,3.86,21,1.53,15,-1.59,1.38,-2.11,0.3,-0.33,-1.33
henceforth,10,5.5,14,6.2,15,3.08,13,5.4,15,1.38,21,1.33,15,-0.35,1.38,-1.21,0.23,-1.95,-1.53
herringbone,11,2.14,14,6.67,15,3.88,8,7.63,8,2.67,21,2.6,15,-3.41,1.77,-0.55,1.79,-1.11,-0.31
hideaway,8,5.36,14,4.33,15,5.87,15,4,15,2.67,21,1.67,15,-0.48,-0.22,1.11,-0.75,-1.11,-1.21
hideout,7,6.79,14,3.87,15,5.07,15,2.67,15,4.81,21,2.2,15,0.81,-0.62,0.45,-1.68,0.29,-0.69
hitchhike,9,6.64,14,5.47,15,2.93,15,4.27,15,5.14,21,2.73,15,0.68,0.75,-1.33,-0.56,0.51,-0.18
hitherto,8,3.79,14,6.6,15,2.6,10,4.85,13,1.1,21,1.2,15,-1.91,1.72,-1.61,-0.16,-2.13,-1.65
hogwash,7,4.21,14,5.6,15,2,12,4.69,13,1.81,21,1.93,15,-1.52,0.86,-2.11,-0.26,-1.67,-0.95
hoodwink,8,4.79,14,6.13,15,1.6,10,4.62,13,2.19,21,1.67,15,-1,1.32,-2.44,-0.32,-1.42,-1.21
hookup,6,6.71,14,5.93,15,3.13,15,4.25,12,4.29,21,4.13,15,0.75,1.15,-1.16,-0.57,-0.05,1.17
hookworm,8,2.64,14,5.87,15,3.5,10,7.08,12,3.48,21,3.2,15,-2.95,1.09,-0.86,1.41,-0.58,0.27
hopscotch,9,6.14,14,2.67,15,2.5,14,1.67,15,5.9,21,3.4,15,0.23,-1.64,-1.69,-2.38,1.01,0.46
hourglass,9,6.79,14,3.07,15,4.33,15,5.13,15,6.76,21,3.2,15,0.81,-1.3,-0.16,0.04,1.57,0.27
hovercraft,10,6.29,14,4.67,15,5.27,15,5,15,5.48,21,2.53,15,0.36,0.07,0.61,-0.05,0.73,-0.37
hubcap,6,5,14,5.73,15,2.36,14,5.38,13,5.1,21,1.67,15,-0.81,0.98,-1.81,0.22,0.48,-1.21
humankind,9,6.79,14,4.67,15,5,15,3.2,15,3.81,21,1.67,15,0.81,0.07,0.39,-1.31,-0.36,-1.21
humbug,6,4.21,14,5.53,15,2.33,9,5.42,12,2.86,21,2.2,15,-1.52,0.81,-1.83,0.24,-0.98,-0.69
humdrum,7,3.71,14,6,15,2.5,10,4.25,12,1.67,21,1.93,15,-1.98,1.21,-1.69,-0.57,-1.76,-0.95
hunchback,9,6.57,14,3.47,15,5.87,15,4.27,15,6,21,3.53,15,0.62,-0.96,1.11,-0.56,1.07,0.59
hundredfold,11,5.21,14,5.93,15,4.27,15,3,15,2.14,21,1.33,15,-0.61,1.15,-0.22,-1.45,-1.45,-1.53
jailbreak,9,6.43,14,5.07,15,4.36,14,5,15,4.52,21,2.8,15,0.49,0.41,-0.14,-0.05,0.11,-0.12
jawbone,7,6.71,14,3.67,15,6.71,14,4.53,15,6.33,21,3.93,15,0.75,-0.79,1.82,-0.38,1.29,0.97
jaywalk,7,5.93,14,5.4,15,3.07,14,8.93,15,5.24,21,3.4,15,0.04,0.69,-1.22,2.7,0.57,0.46
jellyfish,9,6.93,14,3.2,15,4.64,14,6.53,15,6.62,21,5.13,15,0.94,-1.19,0.09,1.02,1.48,2.13
jigsaw,6,6.36,14,3.27,15,1.93,15,5.14,14,5.71,21,2.67,15,0.42,-1.13,-2.16,0.05,0.89,-0.24
joyride,7,6.36,14,5.8,15,4.73,15,6.13,15,3.52,21,3.6,15,0.42,1.03,0.17,0.74,-0.55,0.65
joystick,8,6.36,14,5.27,15,3.53,15,7.13,15,5.1,21,3.6,15,0.42,0.58,-0.83,1.44,0.48,0.65
keepsake,8,6.21,14,5.2,15,3.46,13,2.93,15,2.9,21,2.8,15,0.29,0.52,-0.89,-1.49,-0.95,-0.12
killjoy,7,5.64,14,5.87,15,5,14,4.43,14,2.05,21,1.33,15,-0.22,1.09,0.39,-0.45,-1.51,-1.53
kinship,7,5.71,14,6.27,15,2.77,13,1.93,15,2.9,21,3,15,-0.16,1.43,-1.47,-2.19,-0.95,0.08
kneecap,7,7,14,3.07,15,5.4,15,4.6,15,5.81,21,3,15,1.01,-1.3,0.73,-0.33,0.95,0.08
knighthood,10,5.57,14,4.8,15,4.47,15,3.07,15,3.86,21,1.53,15,-0.29,0.18,-0.05,-1.4,-0.33,-1.33
knockout,8,6.36,14,4.93,15,4.43,14,4.33,15,4.81,21,3.67,15,0.42,0.29,-0.08,-0.52,0.29,0.72
knothole,8,3.64,14,5.6,15,4.2,10,6,11,2.71,21,2.07,15,-2.04,0.86,-0.28,0.65,-1.08,-0.82
lamplight,9,6.36,14,3.8,15,6.57,14,4.73,15,6.24,21,4.4,15,0.42,-0.68,1.7,-0.24,1.23,1.42
lamppost,8,6.36,14,3.33,15,6.33,15,4.4,15,6.43,21,2,13,0.42,-1.07,1.5,-0.47,1.35,-0.88
lampshade,9,6.71,14,3.6,15,6.13,15,5.53,15,6.05,21,2.53,15,0.75,-0.85,1.34,0.32,1.1,-0.37
leapfrog,8,6.07,14,3.2,15,4.93,14,4.27,15,6,21,3.6,15,0.16,-1.19,0.33,-0.56,1.07,0.65
lengthwise,10,5.71,14,5.47,15,3.07,14,1.8,15,3.14,21,1.8,15,-0.16,0.75,-1.22,-2.29,-0.8,-1.08
letdown,7,6.36,14,4.6,15,4.31,13,6.6,15,2.52,21,2.8,15,0.42,0.01,-0.19,1.07,-1.2,-0.12
lineman,7,6,14,5.6,15,5,11,6.13,15,4.48,21,2.73,15,0.1,0.86,0.39,0.74,0.08,-0.18
lineup,6,6.36,14,3.93,15,3.77,13,3.07,15,4.9,21,3.33,15,0.42,-0.56,-0.63,-1.4,0.36,0.4
lipstick,8,7,14,2.87,15,4.21,14,3.07,15,6.67,21,4.8,15,1.01,-1.47,-0.26,-1.4,1.51,1.81
livelong,8,4.5,14,5.13,15,5.64,14,4.86,14,1.86,21,1.4,15,-1.26,0.46,0.93,-0.15,-1.64,-1.46
livestock,9,6.57,14,5.2,15,4.27,15,4.47,15,5.95,21,3.2,15,0.62,0.52,-0.22,-0.42,1.04,0.27
loathsome,9,5.71,14,6,15,3.47,15,1.87,15,1.76,21,1.67,15,-0.16,1.21,-0.89,-2.24,-1.7,-1.21
logbook,7,4.79,14,5.8,15,4.4,15,6.53,15,4.29,21,1.73,15,-1,1.03,-0.11,1.02,-0.05,-1.14
loincloth,9,5.21,14,5.07,15,5.47,15,6,15,5.29,21,2.4,15,-0.61,0.41,0.78,0.65,0.61,-0.5
lonesome,8,6.64,14,5,15,3.53,15,2,15,3.29,21,2.47,15,0.68,0.35,-0.83,-2.15,-0.7,-0.44
lookout,7,6.57,14,4.4,15,4.71,14,3.2,15,4.71,21,2.73,15,0.62,-0.16,0.15,-1.31,0.23,-0.18
loophole,8,6.71,14,5.6,15,4.14,14,6.87,15,2.81,21,2.2,15,0.75,0.86,-0.32,1.26,-1.01,-0.69
lordship,8,5.21,14,5.6,15,3.83,12,1.93,15,3.43,21,2.07,15,-0.61,0.86,-0.58,-2.19,-0.61,-0.82
